"age","year","childs","zodiac"
25,2014,1,"leo"
34,2014,4,"scorpio"
25,2014,0,"virgo"
78,2014,1,"scorpio"
21,2014,0,"cancer"
73,2014,1,"sagittarius"
29,2014,1,"aries"
35,2014,4,"libra"
31,2014,1,"cancer"
58,2014,2,"sagittarius"
65,2014,2,"aquarius"
62,2014,8,"scorpio"
21,2014,0,"capricorn"
59,2014,2,"sagittarius"
21,2014,0,"aquarius"
45,2014,2,"sagittarius"
52,2014,2,"scorpio"
76,2014,3,"taurus"
21,2014,0,"cancer"
42,2014,2,"scorpio"
58,2014,3,"aquarius"
42,2014,2,"pisces"
67,2014,2,"aries"
19,2014,0,"virgo"
65,2014,4,"aries"
36,2014,3,"virgo"
37,2014,6,"scorpio"
64,2014,2,"leo"
33,2014,2,"capricorn"
30,2014,1,"taurus"
50,2014,2,"leo"
89,2014,2,"virgo"
66,2014,2,"virgo"
60,2014,0,"libra"
52,2014,4,NA
33,2014,0,NA
45,2014,3,NA
21,2014,0,"virgo"
32,2014,3,"capricorn"
78,2014,4,"aries"
41,2014,0,"leo"
59,2014,0,NA
32,2014,1,"aquarius"
44,2014,0,"virgo"
27,2014,0,"scorpio"
38,2014,0,"gemini"
32,2014,1,NA
34,2014,0,NA
64,2014,2,"gemini"
26,2014,0,NA
39,2014,3,NA
19,2014,0,"gemini"
47,2014,2,NA
39,2014,4,"libra"
28,2014,0,"scorpio"
39,2014,2,"leo"
55,2014,3,"libra"
71,2014,3,"pisces"
65,2014,1,"sagittarius"
64,2014,1,"aries"
33,2014,0,"cancer"
43,2014,0,"gemini"
80,2014,NA,"capricorn"
70,2014,0,"sagittarius"
43,2014,1,"pisces"
38,2014,6,"libra"
23,2014,1,"leo"
71,2014,0,"pisces"
31,2014,4,"taurus"
51,2014,3,"sagittarius"
38,2014,2,"aries"
49,2014,0,"aquarius"
50,2014,3,"libra"
39,2014,2,"leo"
80,2014,4,"gemini"
50,2014,0,"scorpio"
47,2014,0,"libra"
49,2014,1,"aries"
28,2014,0,"cancer"
89,2014,0,"aries"
34,2014,3,"libra"
50,2014,3,"virgo"
33,2014,3,"cancer"
39,2014,1,"capricorn"
56,2014,1,"scorpio"
48,2014,5,"sagittarius"
55,2014,3,"scorpio"
47,2014,0,"libra"
52,2014,1,"leo"
22,2014,0,"taurus"
66,2014,2,"aries"
20,2014,0,"capricorn"
76,2014,5,"aquarius"
27,2014,2,"cancer"
42,2014,4,"gemini"
48,2014,1,"libra"
53,2014,7,"scorpio"
37,2014,0,"scorpio"
87,2014,3,"aries"
30,2014,2,"leo"
76,2014,1,"sagittarius"
30,2014,2,"taurus"
38,2014,2,"pisces"
45,2014,4,"gemini"
25,2014,0,"cancer"
49,2014,4,"aries"
36,2014,0,"scorpio"
49,2014,0,"cancer"
57,2014,2,"taurus"
26,2014,0,"capricorn"
20,2014,0,"scorpio"
42,2014,2,"leo"
35,2014,2,"taurus"
63,2014,0,"gemini"
51,2014,4,"cancer"
50,2014,2,"pisces"
51,2014,2,"gemini"
67,2014,2,"pisces"
29,2014,1,"gemini"
30,2014,1,"leo"
27,2014,2,"libra"
66,2014,0,"pisces"
19,2014,0,"leo"
67,2014,1,"virgo"
55,2014,2,"virgo"
31,2014,0,"aries"
39,2014,1,"capricorn"
31,2014,5,"virgo"
45,2014,3,"taurus"
51,2014,6,"taurus"
72,2014,5,"taurus"
41,2014,2,"aries"
52,2014,2,"aries"
52,2014,2,"capricorn"
43,2014,2,"pisces"
25,2014,1,"cancer"
39,2014,0,"sagittarius"
25,2014,0,"sagittarius"
29,2014,0,"aries"
73,2014,3,"capricorn"
22,2014,0,"aries"
60,2014,0,"leo"
26,2014,0,"pisces"
26,2014,0,"virgo"
56,2014,1,"scorpio"
43,2014,0,"pisces"
56,2014,1,"cancer"
70,2014,3,"virgo"
67,2014,4,"pisces"
33,2014,2,"aries"
36,2014,5,"libra"
43,2014,0,"cancer"
32,2014,0,"sagittarius"
36,2014,0,"leo"
63,2014,2,"aries"
49,2014,3,"pisces"
22,2014,0,"aries"
64,2014,2,"virgo"
56,2014,2,"gemini"
53,2014,3,"cancer"
43,2014,2,"gemini"
61,2014,4,"aries"
50,2014,1,"taurus"
44,2014,5,"scorpio"
21,2014,1,"aries"
53,2014,2,"libra"
76,2014,2,"scorpio"
62,2014,4,"libra"
60,2014,1,"gemini"
29,2014,0,"libra"
62,2014,6,"sagittarius"
43,2014,4,"scorpio"
68,2014,4,"pisces"
50,2014,6,"leo"
35,2014,3,"pisces"
45,2014,1,"pisces"
57,2014,0,"sagittarius"
26,2014,0,"aquarius"
64,2014,2,"scorpio"
62,2014,2,"gemini"
55,2014,4,"pisces"
50,2014,3,"leo"
50,2014,4,"pisces"
73,2014,2,"leo"
61,2014,3,"capricorn"
21,2014,0,"cancer"
76,2014,3,"leo"
79,2014,2,"taurus"
32,2014,1,"leo"
53,2014,1,"taurus"
53,2014,2,"scorpio"
54,2014,2,"taurus"
62,2014,4,"pisces"
NA,2014,NA,NA
51,2014,0,"taurus"
32,2014,1,"scorpio"
22,2014,0,"virgo"
47,2014,3,"cancer"
67,2014,2,"leo"
20,2014,0,"pisces"
45,2014,2,"pisces"
37,2014,0,"aries"
57,2014,0,"leo"
25,2014,0,"leo"
29,2014,0,"cancer"
44,2014,3,"sagittarius"
21,2014,0,NA
49,2014,2,"cancer"
51,2014,1,"capricorn"
66,2014,0,"sagittarius"
37,2014,2,"leo"
46,2014,2,"leo"
50,2014,2,NA
40,2014,4,"leo"
26,2014,1,"aquarius"
83,2014,4,"aries"
78,2014,2,"taurus"
50,2014,2,"capricorn"
31,2014,0,"libra"
63,2014,2,"cancer"
75,2014,5,"virgo"
34,2014,2,"leo"
73,2014,3,"scorpio"
52,2014,3,"virgo"
79,2014,4,"leo"
55,2014,0,"aries"
24,2014,0,"scorpio"
71,2014,4,"cancer"
43,2014,1,"libra"
53,2014,0,"sagittarius"
81,2014,0,"gemini"
89,2014,1,"aries"
34,2014,1,"gemini"
31,2014,0,"taurus"
20,2014,0,"leo"
36,2014,1,"taurus"
33,2014,0,"cancer"
29,2014,0,"cancer"
47,2014,0,"capricorn"
26,2014,0,"aquarius"
50,2014,2,"taurus"
47,2014,3,"cancer"
47,2014,3,"virgo"
35,2014,0,"leo"
58,2014,2,"capricorn"
51,2014,0,"gemini"
NA,2014,NA,NA
62,2014,3,"gemini"
61,2014,1,"libra"
40,2014,2,"aquarius"
61,2014,0,"libra"
76,2014,2,"aries"
63,2014,1,"cancer"
62,2014,2,"scorpio"
47,2014,3,"aquarius"
32,2014,2,NA
60,2014,5,"gemini"
23,2014,1,"taurus"
36,2014,2,"virgo"
22,2014,0,"scorpio"
20,2014,0,"virgo"
23,2014,0,"pisces"
41,2014,1,"aries"
29,2014,0,"libra"
32,2014,0,"aquarius"
37,2014,0,"pisces"
54,2014,6,"capricorn"
29,2014,0,"sagittarius"
43,2014,2,"libra"
76,2014,7,"taurus"
41,2014,2,"sagittarius"
53,2014,3,"gemini"
31,2014,2,"pisces"
35,2014,6,"aries"
36,2014,3,"scorpio"
42,2014,2,"gemini"
60,2014,1,"pisces"
78,2014,4,"taurus"
72,2014,1,"virgo"
41,2014,2,"libra"
49,2014,2,"libra"
26,2014,1,"aries"
61,2014,1,"gemini"
33,2014,1,"scorpio"
89,2014,3,"sagittarius"
34,2014,1,"libra"
65,2014,4,"capricorn"
37,2014,2,"leo"
44,2014,1,"sagittarius"
29,2014,3,"leo"
74,2014,5,"aquarius"
49,2014,1,"aries"
38,2014,0,"sagittarius"
53,2014,0,"aries"
69,2014,1,"cancer"
19,2014,4,"leo"
78,2014,1,"sagittarius"
55,2014,1,"gemini"
43,2014,0,"aquarius"
34,2014,1,"scorpio"
44,2014,0,"taurus"
35,2014,0,"leo"
75,2014,4,"gemini"
47,2014,3,"aquarius"
40,2014,0,"aquarius"
58,2014,1,"aries"
53,2014,2,"gemini"
19,2014,0,"libra"
53,2014,2,"scorpio"
33,2014,0,"taurus"
57,2014,0,"taurus"
26,2014,0,"leo"
39,2014,2,"scorpio"
52,2014,0,"leo"
56,2014,1,"leo"
55,2014,2,"virgo"
50,2014,0,"aquarius"
53,2014,1,"gemini"
45,2014,0,"pisces"
67,2014,2,"cancer"
71,2014,4,"cancer"
44,2014,2,"aries"
37,2014,2,"pisces"
27,2014,2,"virgo"
58,2014,2,"sagittarius"
66,2014,1,"aquarius"
61,2014,0,"pisces"
60,2014,0,"virgo"
25,2014,0,"gemini"
56,2014,0,"taurus"
57,2014,2,"scorpio"
42,2014,2,"aries"
64,2014,2,"scorpio"
65,2014,0,"pisces"
63,2014,2,"sagittarius"
46,2014,1,"sagittarius"
33,2014,0,"taurus"
32,2014,0,"aquarius"
60,2014,1,"virgo"
55,2014,3,"libra"
33,2014,2,"taurus"
46,2014,3,"pisces"
25,2014,0,"capricorn"
37,2014,2,"taurus"
36,2014,0,"libra"
39,2014,1,"leo"
27,2014,0,"aries"
29,2014,2,"sagittarius"
25,2014,0,"libra"
28,2014,0,"virgo"
78,2014,3,"virgo"
39,2014,2,"sagittarius"
33,2014,0,"libra"
67,2014,2,"libra"
71,2014,1,"leo"
58,2014,1,"sagittarius"
34,2014,0,"leo"
59,2014,0,"cancer"
70,2014,0,"aquarius"
67,2014,1,"cancer"
50,2014,0,"aquarius"
67,2014,1,"virgo"
35,2014,2,"sagittarius"
37,2014,4,"cancer"
67,2014,6,NA
73,2014,2,"cancer"
27,2014,1,"aries"
78,2014,1,"pisces"
20,2014,0,"capricorn"
34,2014,2,"scorpio"
80,2014,4,"taurus"
56,2014,3,"gemini"
67,2014,2,"cancer"
22,2014,0,"capricorn"
23,2014,0,"virgo"
31,2014,2,"scorpio"
70,2014,3,"cancer"
55,2014,0,"leo"
32,2014,0,"capricorn"
56,2014,1,"cancer"
34,2014,2,"sagittarius"
45,2014,3,"leo"
60,2014,2,"virgo"
39,2014,2,"aquarius"
80,2014,3,"cancer"
28,2014,0,"cancer"
41,2014,1,"pisces"
30,2014,3,"taurus"
79,2014,3,"gemini"
43,2014,2,"libra"
46,2014,1,"sagittarius"
51,2014,2,"cancer"
59,2014,4,"capricorn"
39,2014,0,"virgo"
51,2014,0,"gemini"
66,2014,2,"gemini"
32,2014,1,"aries"
55,2014,0,"gemini"
62,2014,3,"aquarius"
19,2014,1,"aquarius"
75,2014,3,"virgo"
19,2014,0,"leo"
50,2014,2,"cancer"
37,2014,3,"pisces"
43,2014,6,"taurus"
26,2014,0,"libra"
19,2014,0,"scorpio"
43,2014,0,"cancer"
74,2014,2,"taurus"
60,2014,3,"virgo"
49,2014,2,"gemini"
41,2014,3,"cancer"
39,2014,1,"virgo"
59,2014,3,"gemini"
77,2014,5,"scorpio"
33,2014,4,"capricorn"
51,2014,2,"sagittarius"
73,2014,4,"scorpio"
34,2014,0,"aries"
37,2014,2,"capricorn"
59,2014,2,"virgo"
55,2014,1,"capricorn"
72,2014,1,"virgo"
50,2014,0,"scorpio"
60,2014,2,"leo"
41,2014,0,"libra"
73,2014,2,"pisces"
45,2014,3,"aries"
53,2014,1,"aries"
33,2014,2,"taurus"
57,2014,5,"virgo"
66,2014,2,"scorpio"
46,2014,0,"cancer"
52,2014,2,"aquarius"
60,2014,2,"aries"
27,2014,0,"gemini"
68,2014,4,"capricorn"
62,2014,2,"pisces"
65,2014,2,"aries"
68,2014,5,"capricorn"
41,2014,1,"taurus"
63,2014,3,"virgo"
33,2014,1,"pisces"
21,2014,0,"libra"
83,2014,6,"scorpio"
47,2014,7,"virgo"
36,2014,2,"taurus"
67,2014,2,"gemini"
81,2014,4,"leo"
26,2014,0,"taurus"
49,2014,4,"pisces"
20,2014,0,"scorpio"
24,2014,0,"virgo"
55,2014,4,"gemini"
28,2014,0,"leo"
78,2014,3,"pisces"
83,2014,3,"aries"
37,2014,0,"sagittarius"
NA,2014,0,NA
22,2014,0,NA
55,2014,4,"cancer"
30,2014,0,"capricorn"
46,2014,1,"sagittarius"
45,2014,2,"aquarius"
57,2014,1,"aquarius"
63,2014,2,"cancer"
59,2014,3,"aries"
27,2014,3,"capricorn"
64,2014,1,"capricorn"
31,2014,0,"aries"
40,2014,2,"virgo"
36,2014,0,"virgo"
51,2014,1,NA
46,2014,2,"capricorn"
57,2014,3,"gemini"
35,2014,1,"virgo"
37,2014,1,"libra"
62,2014,0,"sagittarius"
89,2014,1,"sagittarius"
21,2014,0,"scorpio"
66,2014,3,"capricorn"
52,2014,0,"taurus"
65,2014,1,"scorpio"
49,2014,3,"aquarius"
57,2014,2,"cancer"
54,2014,3,"virgo"
37,2014,1,"aries"
39,2014,3,"libra"
58,2014,4,"taurus"
86,2014,3,"libra"
77,2014,4,"leo"
49,2014,1,"leo"
67,2014,2,"aquarius"
58,2014,1,"virgo"
60,2014,2,"virgo"
56,2014,5,"libra"
44,2014,0,"virgo"
71,2014,5,"aquarius"
86,2014,0,"leo"
32,2014,0,"libra"
61,2014,2,"pisces"
19,2014,0,"virgo"
38,2014,3,"aquarius"
25,2014,0,"libra"
19,2014,0,NA
69,2014,7,"libra"
57,2014,3,NA
45,2014,1,"libra"
66,2014,0,"pisces"
37,2014,3,"capricorn"
52,2014,1,"leo"
45,2014,0,"virgo"
55,2014,1,"pisces"
30,2014,0,"capricorn"
41,2014,0,"gemini"
56,2014,2,"scorpio"
61,2014,2,"scorpio"
36,2014,1,"scorpio"
50,2014,2,"libra"
59,2014,1,NA
78,2014,3,"capricorn"
28,2014,2,"scorpio"
65,2014,2,"pisces"
52,2014,3,"gemini"
68,2014,3,"scorpio"
70,2014,0,"libra"
66,2014,1,"libra"
84,2014,3,"virgo"
59,2014,1,"virgo"
20,2014,0,"aquarius"
31,2014,4,"aries"
43,2014,6,"virgo"
33,2014,0,"aquarius"
37,2014,2,"leo"
81,2014,6,"aries"
70,2014,3,"taurus"
30,2014,1,"libra"
74,2014,1,"cancer"
65,2014,2,"pisces"
25,2014,0,"leo"
52,2014,0,"aries"
56,2014,0,"sagittarius"
84,2014,4,"aquarius"
50,2014,1,"sagittarius"
36,2014,3,NA
25,2014,0,"aries"
73,2014,4,"taurus"
22,2014,0,"aries"
37,2014,2,"capricorn"
46,2014,5,"scorpio"
37,2014,3,"leo"
44,2014,1,"pisces"
46,2014,3,"gemini"
22,2014,0,"leo"
NA,2014,2,NA
33,2014,2,"pisces"
30,2014,0,"taurus"
41,2014,1,"leo"
56,2014,2,"pisces"
88,2014,4,"leo"
72,2014,0,"aries"
54,2014,0,"taurus"
49,2014,2,"libra"
48,2014,4,"libra"
50,2014,2,"taurus"
72,2014,3,"cancer"
58,2014,2,"gemini"
46,2014,3,"virgo"
32,2014,1,"sagittarius"
25,2014,1,"pisces"
58,2014,3,"libra"
60,2014,0,"gemini"
41,2014,0,"leo"
29,2014,2,"leo"
32,2014,2,"capricorn"
54,2014,2,"leo"
72,2014,1,"taurus"
52,2014,2,"cancer"
71,2014,2,"libra"
25,2014,5,"cancer"
79,2014,3,"sagittarius"
76,2014,2,"pisces"
53,2014,1,"pisces"
56,2014,1,"gemini"
26,2014,3,"aries"
20,2014,0,"virgo"
69,2014,2,"sagittarius"
59,2014,2,"aquarius"
80,2014,2,"gemini"
31,2014,2,"virgo"
47,2014,2,NA
65,2014,0,"capricorn"
53,2014,1,"capricorn"
79,2014,3,"libra"
43,2014,4,"gemini"
87,2014,2,"leo"
35,2014,0,"libra"
27,2014,0,"virgo"
41,2014,0,"sagittarius"
50,2014,2,NA
29,2014,1,"aries"
47,2014,6,"leo"
69,2014,3,"pisces"
48,2014,0,"leo"
74,2014,4,"taurus"
39,2014,2,NA
68,2014,3,"scorpio"
58,2014,2,NA
72,2014,0,"taurus"
45,2014,2,"aquarius"
47,2014,2,"scorpio"
21,2014,0,"virgo"
48,2014,3,"aquarius"
82,2014,1,"leo"
52,2014,3,"taurus"
62,2014,1,"leo"
88,2014,2,"virgo"
49,2014,0,"sagittarius"
56,2014,0,"capricorn"
88,2014,3,"gemini"
69,2014,1,"pisces"
53,2014,0,"aquarius"
64,2014,5,"capricorn"
43,2014,4,"pisces"
47,2014,2,"sagittarius"
56,2014,0,"sagittarius"
51,2014,1,"virgo"
47,2014,2,"leo"
32,2014,0,"taurus"
64,2014,3,"virgo"
41,2014,2,"aries"
20,2014,0,"scorpio"
59,2014,0,"cancer"
43,2014,3,"sagittarius"
22,2014,0,"leo"
39,2014,4,"sagittarius"
30,2014,1,"pisces"
57,2014,3,"scorpio"
20,2014,0,"pisces"
38,2014,2,"virgo"
87,2014,2,"cancer"
58,2014,4,"cancer"
34,2014,2,NA
67,2014,4,"sagittarius"
60,2014,3,NA
47,2014,0,"scorpio"
22,2014,0,"leo"
52,2014,1,"pisces"
30,2014,1,"sagittarius"
82,2014,1,"gemini"
68,2014,3,"libra"
46,2014,4,"virgo"
22,2014,2,"capricorn"
25,2014,4,"libra"
32,2014,0,"libra"
60,2014,2,"virgo"
34,2014,2,"sagittarius"
67,2014,2,"libra"
40,2014,2,"scorpio"
62,2014,2,"gemini"
75,2014,4,"sagittarius"
30,2014,1,"cancer"
32,2014,0,"sagittarius"
49,2014,2,"taurus"
28,2014,1,"gemini"
43,2014,2,"capricorn"
46,2014,1,"scorpio"
42,2014,5,"capricorn"
63,2014,3,"libra"
54,2014,0,"libra"
68,2014,2,"scorpio"
76,2014,4,"libra"
67,2014,4,"leo"
41,2014,1,"capricorn"
64,2014,1,"capricorn"
74,2014,2,NA
44,2014,3,"pisces"
69,2014,1,"taurus"
51,2014,3,"sagittarius"
86,2014,2,"taurus"
58,2014,3,"cancer"
78,2014,2,"cancer"
58,2014,2,"gemini"
41,2014,3,"sagittarius"
50,2014,0,"libra"
34,2014,3,"aries"
66,2014,5,"scorpio"
52,2014,0,"sagittarius"
52,2014,3,"taurus"
56,2014,2,"taurus"
25,2014,1,"cancer"
53,2014,1,"leo"
29,2014,0,"pisces"
26,2014,0,"capricorn"
60,2014,4,"capricorn"
53,2014,0,"sagittarius"
71,2014,3,"pisces"
80,2014,0,"libra"
71,2014,0,"taurus"
35,2014,2,"pisces"
32,2014,1,"pisces"
31,2014,2,"sagittarius"
81,2014,3,"sagittarius"
26,2014,0,"sagittarius"
56,2014,2,"libra"
78,2014,2,"capricorn"
45,2014,1,"aries"
65,2014,4,"aquarius"
78,2014,5,"libra"
51,2014,3,"taurus"
23,2014,0,"scorpio"
40,2014,0,"cancer"
51,2014,0,"gemini"
79,2014,5,"pisces"
61,2014,0,"leo"
80,2014,2,"cancer"
67,2014,1,"leo"
66,2014,3,"taurus"
54,2014,4,"gemini"
50,2014,2,"cancer"
41,2014,2,"aquarius"
33,2014,2,"cancer"
63,2014,1,"libra"
44,2014,1,"scorpio"
73,2014,1,"sagittarius"
75,2014,4,"aquarius"
67,2014,2,"pisces"
83,2014,4,"virgo"
54,2014,2,"sagittarius"
64,2014,1,"aries"
42,2014,2,"aquarius"
45,2014,3,"capricorn"
35,2014,2,"aquarius"
40,2014,3,"leo"
50,2014,1,"taurus"
85,2014,4,"virgo"
77,2014,4,"taurus"
41,2014,2,"cancer"
88,2014,5,"scorpio"
74,2014,0,"virgo"
33,2014,0,"gemini"
33,2014,0,"scorpio"
36,2014,2,"sagittarius"
57,2014,1,"cancer"
23,2014,0,"libra"
33,2014,0,"leo"
43,2014,1,"aries"
62,2014,2,"libra"
42,2014,1,"virgo"
64,2014,3,"aries"
57,2014,2,"leo"
56,2014,2,"sagittarius"
23,2014,0,"sagittarius"
30,2014,0,"pisces"
36,2014,0,"cancer"
32,2014,0,"sagittarius"
25,2014,0,"taurus"
74,2014,2,"pisces"
74,2014,3,"pisces"
56,2014,1,"gemini"
24,2014,0,"cancer"
24,2014,0,"capricorn"
60,2014,0,"scorpio"
37,2014,0,"sagittarius"
47,2014,1,"cancer"
20,2014,0,"gemini"
31,2014,1,"cancer"
44,2014,4,"virgo"
69,2014,0,"pisces"
43,2014,5,"aries"
39,2014,2,"capricorn"
21,2014,0,"leo"
54,2014,1,"virgo"
33,2014,1,"pisces"
60,2014,1,"aquarius"
29,2014,1,"pisces"
72,2014,3,"libra"
20,2014,1,"sagittarius"
27,2014,0,"virgo"
80,2014,4,"libra"
56,2014,1,"gemini"
44,2014,2,"leo"
31,2014,2,"leo"
49,2014,3,"aries"
37,2014,3,NA
84,2014,3,"cancer"
67,2014,1,"aquarius"
58,2014,2,"sagittarius"
53,2014,3,"libra"
39,2014,3,"leo"
89,2014,1,"scorpio"
54,2014,0,"capricorn"
31,2014,3,"pisces"
73,2014,2,"scorpio"
67,2014,1,"sagittarius"
47,2014,4,"virgo"
78,2014,4,"libra"
55,2014,1,"libra"
57,2014,2,"virgo"
88,2014,4,"pisces"
46,2014,4,"aquarius"
79,2014,2,"taurus"
41,2014,0,"aquarius"
64,2014,3,"scorpio"
61,2014,0,"virgo"
40,2014,3,"aries"
19,2014,0,"scorpio"
39,2014,2,"libra"
41,2014,1,"aquarius"
44,2014,0,"virgo"
57,2014,3,"aquarius"
55,2014,2,"virgo"
46,2014,3,"cancer"
41,2014,2,"aquarius"
37,2014,2,"aries"
87,2014,3,"libra"
42,2014,3,"virgo"
30,2014,2,"capricorn"
56,2014,0,"cancer"
39,2014,2,"leo"
32,2014,0,"cancer"
50,2014,1,"aquarius"
54,2014,2,"scorpio"
43,2014,0,"leo"
80,2014,5,"scorpio"
51,2014,2,"taurus"
71,2014,3,"aquarius"
39,2014,4,"taurus"
84,2014,3,"virgo"
43,2014,3,"scorpio"
70,2014,2,"scorpio"
58,2014,2,"gemini"
82,2014,4,"pisces"
37,2014,0,"scorpio"
30,2014,1,"virgo"
58,2014,3,"virgo"
89,2014,2,"virgo"
80,2014,0,"leo"
66,2014,4,"capricorn"
30,2014,3,"gemini"
57,2014,2,"aquarius"
55,2014,3,"scorpio"
64,2014,3,"gemini"
58,2014,0,"pisces"
44,2014,3,"libra"
31,2014,0,"scorpio"
31,2014,0,"cancer"
64,2014,2,"libra"
27,2014,1,"cancer"
59,2014,2,"libra"
38,2014,2,"scorpio"
29,2014,0,"sagittarius"
75,2014,2,"scorpio"
45,2014,4,"taurus"
44,2014,3,"gemini"
29,2014,2,"virgo"
79,2014,3,"scorpio"
34,2014,0,"capricorn"
85,2014,8,"gemini"
66,2014,5,"aquarius"
26,2014,0,"cancer"
66,2014,4,"gemini"
65,2014,2,"virgo"
65,2014,2,"gemini"
56,2014,1,"leo"
56,2014,0,"pisces"
34,2014,1,"pisces"
55,2014,0,"sagittarius"
53,2014,2,"sagittarius"
82,2014,3,"gemini"
29,2014,3,"leo"
52,2014,2,"pisces"
23,2014,0,"virgo"
33,2014,2,"libra"
56,2014,2,"virgo"
28,2014,2,"taurus"
76,2014,4,"aquarius"
33,2014,1,"gemini"
68,2014,2,"scorpio"
44,2014,2,"libra"
74,2014,5,"cancer"
55,2014,1,"libra"
67,2014,2,"sagittarius"
59,2014,2,"pisces"
55,2014,3,"sagittarius"
45,2014,3,"scorpio"
56,2014,0,"libra"
27,2014,1,"virgo"
34,2014,3,"sagittarius"
61,2014,0,"virgo"
30,2014,0,"cancer"
25,2014,0,"pisces"
56,2014,1,"gemini"
58,2014,0,"virgo"
38,2014,3,"aquarius"
26,2014,1,"aries"
71,2014,2,"gemini"
44,2014,5,"leo"
35,2014,0,"libra"
38,2014,2,"scorpio"
53,2014,3,"virgo"
28,2014,2,"aquarius"
84,2014,0,"aries"
50,2014,1,"aquarius"
65,2014,3,"cancer"
26,2014,3,"aquarius"
52,2014,3,"aries"
59,2014,0,"pisces"
54,2014,0,"capricorn"
44,2014,2,"gemini"
67,2014,8,"libra"
63,2014,4,"libra"
29,2014,0,"sagittarius"
60,2014,3,"leo"
20,2014,0,"libra"
65,2014,8,"cancer"
27,2014,3,"leo"
53,2014,2,"scorpio"
67,2014,2,"gemini"
30,2014,1,"cancer"
19,2014,0,"pisces"
79,2014,2,"sagittarius"
33,2014,3,"aries"
75,2014,3,"capricorn"
79,2014,2,"libra"
32,2014,4,"virgo"
70,2014,3,"leo"
58,2014,5,"capricorn"
73,2014,5,"taurus"
45,2014,3,"aries"
33,2014,4,"scorpio"
80,2014,3,"libra"
64,2014,8,"pisces"
54,2014,2,"taurus"
53,2014,3,"capricorn"
42,2014,3,"sagittarius"
31,2014,5,"scorpio"
54,2014,2,"aries"
78,2014,2,"gemini"
28,2014,2,"cancer"
37,2014,3,"gemini"
18,2014,0,"aries"
37,2014,2,"aries"
43,2014,3,"aquarius"
19,2014,0,"sagittarius"
39,2014,3,"pisces"
52,2014,2,"cancer"
22,2014,2,"aquarius"
35,2014,3,"pisces"
25,2014,0,"scorpio"
51,2014,4,"virgo"
30,2014,4,"aries"
70,2014,6,"capricorn"
30,2014,2,"capricorn"
59,2014,4,"pisces"
49,2014,0,"aquarius"
29,2014,0,"gemini"
30,2014,1,"virgo"
62,2014,1,"leo"
35,2014,2,"pisces"
55,2014,1,"capricorn"
77,2014,2,"virgo"
78,2014,3,"pisces"
89,2014,2,"aries"
41,2014,2,"capricorn"
53,2014,2,"taurus"
74,2014,2,"scorpio"
78,2014,5,NA
46,2014,1,NA
60,2014,1,"aries"
61,2014,3,"taurus"
48,2014,1,"cancer"
21,2014,0,"gemini"
77,2014,4,"aries"
25,2014,0,NA
36,2014,1,"scorpio"
32,2014,3,"aries"
19,2014,0,"pisces"
29,2014,0,"libra"
60,2014,0,"leo"
34,2014,0,"aquarius"
77,2014,0,"cancer"
57,2014,1,"leo"
24,2014,0,"gemini"
31,2014,0,"aries"
63,2014,1,NA
78,2014,6,"virgo"
86,2014,4,NA
21,2014,0,"cancer"
39,2014,2,"leo"
61,2014,1,"leo"
70,2014,3,"cancer"
43,2014,3,"sagittarius"
43,2014,2,"sagittarius"
61,2014,2,"taurus"
58,2014,0,"leo"
34,2014,0,"cancer"
24,2014,0,"pisces"
55,2014,0,"virgo"
26,2014,0,"libra"
53,2014,3,"libra"
56,2014,3,"pisces"
60,2014,2,"leo"
33,2014,2,"aries"
38,2014,0,"scorpio"
61,2014,3,"sagittarius"
65,2014,6,"libra"
48,2014,2,"taurus"
32,2014,0,"taurus"
23,2014,0,"leo"
38,2014,4,"libra"
61,2014,1,"leo"
48,2014,4,"taurus"
25,2014,2,"leo"
77,2014,4,"aries"
29,2014,1,"pisces"
64,2014,2,"sagittarius"
63,2014,7,"cancer"
23,2014,0,"aries"
67,2014,5,"pisces"
28,2014,4,"gemini"
22,2014,1,"leo"
43,2014,4,"virgo"
30,2014,3,NA
43,2014,3,"taurus"
39,2014,2,"virgo"
56,2014,2,"virgo"
86,2014,7,NA
29,2014,4,"leo"
70,2014,7,"aquarius"
59,2014,2,"sagittarius"
NA,2014,3,NA
67,2014,3,"scorpio"
27,2014,0,"pisces"
62,2014,0,"capricorn"
41,2014,2,"aries"
89,2014,5,"taurus"
35,2014,3,"gemini"
42,2014,4,NA
37,2014,1,"pisces"
36,2014,NA,NA
35,2014,2,"capricorn"
26,2014,0,"virgo"
76,2014,0,"virgo"
33,2014,0,"aquarius"
66,2014,4,"sagittarius"
37,2014,7,"scorpio"
67,2014,1,"aries"
24,2014,1,"leo"
53,2014,6,"gemini"
30,2014,2,NA
41,2014,4,"taurus"
57,2014,4,"libra"
57,2014,4,"virgo"
83,2014,4,"scorpio"
76,2014,0,"pisces"
68,2014,4,"sagittarius"
57,2014,1,NA
41,2014,5,NA
27,2014,2,"aquarius"
55,2014,5,"pisces"
64,2014,1,NA
45,2014,1,NA
54,2014,0,NA
30,2014,1,NA
88,2014,2,NA
63,2014,3,NA
54,2014,0,NA
NA,2014,0,NA
51,2014,3,NA
43,2014,3,NA
52,2014,2,NA
27,2014,0,NA
48,2014,1,NA
70,2014,3,"gemini"
62,2014,2,"capricorn"
31,2014,0,NA
54,2014,2,NA
39,2014,2,NA
